timeline,KM_estimate,Arm,Origin,Event
1.32,0.011975229104101,Evolocumab,Observed data (FOURIER),MALE
1.33,0.011975229104101,Evolocumab,Observed data (FOURIER),MALE
1.34,0.011975229104101,Evolocumab,Observed data (FOURIER),MALE
1.35,0.011975229104101,Evolocumab,Observed data (FOURIER),MALE
1.36,0.011975229104101,Evolocumab,Observed data (FOURIER),MALE
1.37,0.011975229104101,Evolocumab,Observed data (FOURIER),MALE
1.38,0.011975229104101,Evolocumab,Observed data (FOURIER),MALE
1.39,0.011975229104101,Evolocumab,Observed data (FOURIER),MALE
1.4,0.011975229104101,Evolocumab,Observed data (FOURIER),MALE
1.41,0.011975229104101,Evolocumab,Observed data (FOURIER),MALE
1.42,0.011975229104101,Evolocumab,Observed data (FOURIER),MALE
1.43,0.0120836338606844,Evolocumab,Observed data (FOURIER),MALE
1.44,0.0122393156567972,Evolocumab,Observed data (FOURIER),MALE
1.45,0.0125157266383566,Evolocumab,Observed data (FOURIER),MALE
1.46,0.0125157266383566,Evolocumab,Observed data (FOURIER),MALE
1.47,0.0125157266383566,Evolocumab,Observed data (FOURIER),MALE
1.48,0.0125157266383566,Evolocumab,Observed data (FOURIER),MALE
1.49,0.0125157266383566,Evolocumab,Observed data (FOURIER),MALE
1.5,0.0125157266383566,Evolocumab,Observed data (FOURIER),MALE
1.51,0.0125157266383566,Evolocumab,Observed data (FOURIER),MALE
1.52,0.0125157266383566,Evolocumab,Observed data (FOURIER),MALE
1.53,0.0125157266383566,Evolocumab,Observed data (FOURIER),MALE
1.54,0.0125157266383566,Evolocumab,Observed data (FOURIER),MALE
1.55,0.0125157266383566,Evolocumab,Observed data (FOURIER),MALE
1.56,0.0125157266383566,Evolocumab,Observed data (FOURIER),MALE
1.57,0.0125157266383566,Evolocumab,Observed data (FOURIER),MALE
1.58,0.0125157266383566,Evolocumab,Observed data (FOURIER),MALE
1.59,0.0125157266383566,Evolocumab,Observed data (FOURIER),MALE
